TF1	TF2
CEBPB	SPI1
CEBPB	SRF
CEBPB	STAT1
CEBPB	STAT3
CEBPB	STAT5A
CEBPB	STAT5B
CEBPB	TAL1
CEBPB	TEAD4
CEBPB	TP53
CEBPB	TP63
CEBPB	USF1
CEBPB	ZNF143
CEBPD	CEBPE
CEBPD	CEBPG
CEBPD	CREB1
CEBPD	CREB5
CEBPD	DDIT3
CEBPD	E2F1
CEBPD	ESR1
CEBPD	KLF5
CEBPD	POU1F1
CEBPD	PPARG
CEBPD	RELA
CEBPD	SMAD3
CEBPD	SMAD4
CEBPD	SOX2
CEBPD	SPI1
CEBPD	XBP1
CEBPE	CEBPG
CEBPE	DDIT3
CEBPE	E2F1
CEBPE	FOS
CEBPE	FOSL1
CEBPE	FOXC1
CEBPE	FOXG1
CEBPE	GATA1
CEBPE	IRF4
CEBPE	JUN
CEBPE	KDM2B
CEBPE	MYB
CEBPE	NFAT5
CEBPE	NR3C1
CEBPE	RUNX1
CEBPE	SPI1
CEBPE	STAT6
CEBPE	TBX2
CEBPE	USF1
CEBPE	USF2
CEBPE	ZFP2
CEBPE	ZNF384
CEBPG	CREB1
CEBPG	CREB3
CEBPG	CREB5
CEBPG	DBP
CEBPG	DDIT3
CEBPG	FOS
CEBPG	FOSL1
CEBPG	FOXG1
CEBPG	FOXO1
CEBPG	FOXO3
CEBPG	FOXO4
CEBPG	FOXO6
CEBPG	FOXP2
CEBPG	HNF1A
CEBPG	HNF1B
CEBPG	HNF4A
CEBPG	JDP2
CEBPG	JUN
CEBPG	JUND
CEBPG	KLF5
CEBPG	NFE2L2
CEBPG	NFIB
CEBPG	NFIC
CEBPG	NFIX
CEBPG	REL
CEBPG	RELA
CEBPG	SMAD3
CEBPG	SPI1
CEBPZ	MECP2
CEBPZ	MYCN
CEBPZ	NFIX
CEBPZ	NFYA
CEBPZ	NFYB
CEBPZ	NFYC
CEBPZ	NR2C2
CEBPZ	PROX1
CEBPZ	RELA
CEBPZ	REXO4
CEBPZ	THAP7
CEBPZ	TMF1
CEBPZ	TP53
CEBPZ	TP73
CEBPZ	ZBTB2
CEBPZ	ZBTB48
CEBPZ	ZBTB7B
CEBPZ	ZNF2
CEBPZ	ZNF263
CEBPZ	ZNF48
CEBPZ	ZNF512
CEBPZ	ZNF668
CEBPZ	ZNF692
CEBPZ	ZNF746
CENPA	CENPB
CENPA	CENPS
CENPA	CENPT
CENPA	CENPX
CENPA	CTCF
CENPA	CXXC1
CENPA	DOT1L
CENPA	DR1
CENPA	FBXL19
CENPA	GLYR1
CENPA	KAT7
CENPA	KDM2A
CENPA	KDM2B
CENPA	MBD1
CENPA	MECOM
CENPA	MYSM1
CENPA	PIN1
CENPA	SETBP1
CENPA	STAT5A
CENPA	STAT5B
CENPA	TP53
CENPA	TSHZ3
CENPA	ZFP91
CENPB	CENPS
CENPB	CENPX
CENPB	CTCF
CENPB	FEZF1
CENPB	FOXL1
CENPB	FOXP3
CENPB	HAND2
CENPB	MXD3
CENPB	SP110
CENPB	TCF7L2
CENPB	ZBTB2
CENPB	ZBTB48
CENPB	ZNF169
CENPB	ZNF17
CENPB	ZNF214
CENPB	ZNF223
CENPB	ZNF263
CENPB	ZNF264
CENPB	ZNF311
CENPB	ZNF331
CENPB	ZNF354C
CENPB	ZNF408
CENPB	ZNF416
CENPB	ZNF418
CENPB	ZNF514
CENPB	ZNF517
CENPB	ZNF543
CENPB	ZNF544
CENPB	ZNF550
CENPB	ZNF669
CENPB	ZNF677
CENPB	ZNF687
CENPB	ZNF707
CENPB	ZNF816
CENPB	ZXDB
CENPS	CENPT
CENPS	CENPX
CENPS	ESR1
CENPS	HES1
CENPS	HOMEZ
CENPS	LHX4
CENPS	TP53
CENPT	CENPX
CENPT	ZBTB47
CENPX	HES1
CENPX	NKX3-1
CGGBP1	FOXA1
CGGBP1	MYC
CGGBP1	MYCN
CGGBP1	RBPJ
CGGBP1	REL
CHAMP1	HMGA1
CHAMP1	MGA
CHAMP1	MYCN
CHAMP1	NFATC1
CHAMP1	NFATC2
CHAMP1	PCGF6
CHAMP1	PIN1
CHAMP1	TERF2
CHAMP1	WIZ
CHAMP1	ZNF408
CHAMP1	ZNF428
CHAMP1	ZNF641
CHAMP1	ZNF644
CHCHD3	MYC
CHCHD3	NR3C1
CHCHD3	TCF3
CIC	FOXK2
CIC	NFYC
CIC	NR3C1
CIC	SOX2
CIC	ZBTB18
CLOCK	DBP
CLOCK	EPAS1
CLOCK	GLI3
CLOCK	HIF1A
CLOCK	HIF3A
CLOCK	KMT2A
CLOCK	NCOA3
CLOCK	NPAS1
CLOCK	NPAS2
CLOCK	NPAS3
CLOCK	NPAS4
CLOCK	NR1D2
CLOCK	RARA
CLOCK	RORB
CLOCK	RORC
CLOCK	RUNX2
CLOCK	RXRA
CLOCK	SOX2
CLOCK	TBP
CLOCK	TFAP4
CLOCK	USF1
CPEB1	CREB1
CPEB1	NME2
CPEB1	PIN1
CPEB1	YBX1
CPEB1	YBX2
CPEB1	YBX3
CREB1	CREB3
CREB1	CREB3L1
CREB1	CREB3L2
CREB1	CREB3L3
CREB1	CREB3L4
CREB1	CREB5
CREB1	CREM
CREB1	DACH1
CREB1	DEAF1
CREB1	DR1
CREB1	E2F4
CREB1	EGR1
CREB1	EPAS1
CREB1	ESR1
CREB1	ESR2
CREB1	ETS1
CREB1	FEV
CREB1	FOS
CREB1	FOSB
CREB1	FOSL1
CREB1	FOSL2
CREB1	FOXA1
CREB1	FOXA2
CREB1	FOXC1
CREB1	FOXC2
CREB1	FOXE1
CREB1	FOXG1
CREB1	FOXO1
CREB1	GATA3
CREB1	GLI2
CREB1	GTF2B
CREB1	HIF1A
CREB1	HMGA1
CREB1	HMGA2
CREB1	HNF1B
CREB1	HOXD13
CREB1	IRF1
CREB1	IRF3
CREB1	IRF4
CREB1	JUN
CREB1	JUNB
CREB1	JUND
CREB1	KCNIP3
CREB1	KMT2A
CREB1	LYL1
CREB1	MAF
CREB1	MECP2
CREB1	MEF2D
CREB1	MEIS1
CREB1	MTF2
CREB1	MYB
CREB1	MYC
CREB1	MYCN
CREB1	MYOD1
CREB1	NFAT5
CREB1	NFATC1
CREB1	NFATC2
CREB1	NFIA
CREB1	NFIC
CREB1	NFIL3
CREB1	NFIX
CREB1	NFYA
CREB1	NFYB
CREB1	NR1I2
CREB1	NR3C1
CREB1	NR5A2
CREB1	OTP
CREB1	PBX2
CREB1	POU2F1
CREB1	RBPJ
CREB1	REL
CREB1	RELA
CREB1	RFX1
CREB1	RFX5
CREB1	RUNX1
CREB1	RUNX2
CREB1	SMAD3
CREB1	SOX5
CREB1	SOX6
CREB1	SP1
CREB1	SPI1
CREB1	SREBF1
CREB1	SRF
CREB1	STAT1
CREB1	STAT3
CREB1	STAT5A
CREB1	STAT5B
CREB1	STAT6
CREB1	TBP
CREB1	TCF12
CREB1	TCF7L2
CREB1	THRA
CREB1	TP53
CREB1	TWIST1
CREB1	YY1
CREB1	ZBTB21
CREB1	ZHX1
CREB1	ZNF131
CREB1	ZNF281
CREB1	ZNF35
CREB1	ZNF436
CREB1	ZNF92
CREB3	CREB3L1
CREB3	CREB3L2
CREB3	CREB3L3
CREB3	CREB3L4
CREB3	CREB5
CREB3	CREBZF
CREB3	DDIT3
CREB3	FOXF1
CREB3	JUN
CREB3	MYC
CREB3	NFE2L2
CREB3	NFE2L3
CREB3	NFIL3
CREB3	RELA
CREB3L1	CREB3L2
CREB3L1	CREB3L3
CREB3L1	CREB3L4
CREB3L1	CREB5
CREB3L1	DDIT3
CREB3L1	EPAS1
CREB3L1	HIF1A
CREB3L1	SMAD4
CREB3L2	CREB3L3
CREB3L2	CREB3L4
CREB3L2	CREB5
CREB3L2	ZNF212
CREB3L3	CREB3L4
CREB3L3	CREB5
CREB3L3	CREBZF
CREB3L3	NFIL3
CREB3L3	NR1H2
CREB3L3	PPARA
CREB3L4	CREB5
CREB3L4	CREM
CREB3L4	FOXF1
CREB3L4	RELA
CREB3L4	SOX9
CREB5	DACH1
CREB5	FOS
CREB5	FOSB
CREB5	FOSL1
CREB5	FOSL2
CREB5	JDP2
CREB5	JUN
CREB5	JUNB
CREB5	JUND
CREB5	ZNF19
CREB5	ZNF292
CREBL2	DDIT3
CREBL2	NFE2L2
CREBZF	ESRRG
CREBZF	ETV6
CREBZF	HEY1
CREBZF	NFE2
CREBZF	NFE2L1
CREBZF	NFE2L2
CREBZF	SMAD9
CREBZF	TP53
CREBZF	XBP1
CREM	FOS
CREM	FOXL2
CREM	JUN
CREM	JUNB
CREM	JUND
CREM	KCNIP3
CREM	NFAT5
CREM	NFATC1
CREM	NFATC2
CREM	NFATC3
CREM	RBPJ
CREM	SP1
CREM	SP100
CREM	SPI1
CREM	TBP
CRX	FIZ1
CRX	GCM2
CRX	MEF2D
CRX	NEUROD1
CRX	NPAS2
CRX	NR1D1
CRX	NR2E3
CRX	NRL
CRX	RAX2
CRX	SOX14
CRX	SOX3
CRX	SOX5
CRX	SP1
CRX	SP3
CRX	SP4
CSRNP1	MSX1
CSRNP1	PAX7
CSRNP1	ZNF92
CSRNP2	MSX1
CSRNP3	MSX1
CTCF	DNMT1
CTCF	ESR1
CTCF	FOS
CTCF	FOXA1
CTCF	GABPA
CTCF	HMGA2
CTCF	HNF4A
CTCF	KDM5B
CTCF	MAFB
CTCF	MECP2
CTCF	MYCN
CTCF	NCOA3
CTCF	NKRF
CTCF	NR3C1
CTCF	ONECUT1
CTCF	PA2G4
CTCF	POU5F1
CTCF	PRDM5
CTCF	PRDM9
CTCF	PURA
CTCF	RARA
CTCF	RARB
CTCF	RFX3
CTCF	RUNX3
CTCF	RXRA
CTCF	SATB2
CTCF	SIX5
CTCF	SMAD1
CTCF	SMAD3
CTCF	SMAD4
CTCF	SP100
CTCF	TEAD4
CTCF	TFAP4
CTCF	THAP3
CTCF	TP53
CTCF	YBX1
CTCF	YBX3
CTCF	YY1
CTCF	ZBTB2
CTCF	ZBTB33
CTCF	ZBTB48
CTCF	ZFX
CTCF	ZNF143
CTCF	ZNF2
CTCF	ZNF326
CTCF	ZNF668
CTCFL	HMGA1
CTCFL	SMAD3
CTCFL	SP1
CTCFL	TBP
CTCFL	TBX21
CTCFL	ZNF385B
CUX1	CUX2
CUX1	EOMES
CUX1	FOXD3
CUX1	FOXE1
CUX1	FOXG1
CUX1	FOXJ2
CUX1	FOXK2
CUX1	FOXN1
CUX1	FOXO1
CUX1	FOXP1
CUX1	FOXQ1
CUX1	HNF4A
CUX1	MAX
CUX1	NFATC1
CUX1	NR3C1
CUX1	RBPJ
CUX1	RELA
CUX1	SATB1
CUX1	SOX2
CUX1	STAT3
CUX2	ERG
CXXC1	DNMT1
CXXC1	KMT2A
CXXC1	KMT2B
CXXC1	MYSM1
CXXC1	NR5A1
CXXC1	PHF20
CXXC1	PRDM9
CXXC1	REPIN1
CXXC1	SETBP1
CXXC1	SETDB1
CXXC1	SETDB2
CXXC1	SMAD4
CXXC1	SMYD3
CXXC1	TBP
CXXC1	TCF20
CXXC1	TP53
CXXC1	ZNF408
CXXC1	ZNF608
CXXC1	ZNF784
CXXC1	ZXDB
CXXC1	ZZZ3
CXXC4	DNMT1
CXXC4	FOXL2
CXXC4	NANOG
CXXC4	TET2
CXXC4	TET3
CXXC4	WT1
CXXC5	FOXL2
CXXC5	KDM2B
CXXC5	NANOG
CXXC5	POU5F1
CXXC5	TET1
CXXC5	TET2
DACH1	DACH2
DACH1	ESR1
DACH1	FOXA2
DACH1	FOXC1
DACH1	FOXC2
DACH1	FOXE1
DACH1	FOXO1
DACH1	JUN
DACH1	MYC
DACH1	NFIC
DACH1	RARA
DACH1	SALL1
DACH1	SIX1
DACH1	SMAD1
DACH1	SMAD3
DACH1	SMAD4
DACH1	SOX2
DACH1	SOX3
DACH1	SOX4
DACH1	TCF3
DACH1	TEAD2
DACH1	TP53
DACH1	XPA
DACH2	IRF9
DACH2	SALL1
DACH2	XPA
DBP	DDIT3
DBP	EPAS1
DBP	HLF
DBX1	WT1
DDIT3	DPF3
DDIT3	EPAS1
DDIT3	FOS
DDIT3	FOSL2
DDIT3	HLF
DDIT3	HOXA5
DDIT3	HSF2
DDIT3	JDP2
DDIT3	JUN
DDIT3	JUNB
DDIT3	JUND
DDIT3	MLXIPL
DDIT3	NFE2L2
DDIT3	NFIL3
DDIT3	USF1
DDIT3	ZSCAN31
DEAF1	IRF3
DEAF1	IRF7
DEAF1	KLF16
DEAF1	KLF8
DEAF1	MECP2
DEAF1	SP1
DEAF1	SP3
DLX1	DLX5
DLX1	FOXA1
DLX1	HES5
DLX1	PBX1
DLX1	PBX2
DLX1	PBX3
DLX1	PBX4
DLX1	SMAD4
DLX2	DLX5
DLX2	FOXS1
DLX2	HES5
DLX2	HOXA2
DLX2	HOXC8
DLX2	JUN
DLX2	MEIS2
DLX2	MSX1
DLX2	MSX2
DLX2	NKX3-2
DLX2	PAX6
DLX2	RUNX1
DLX2	SOX1
DLX2	SOX17
DLX2	SOX4
DLX2	SP7
DLX2	SP8
DLX2	SP9
DLX3	GCM1
DLX3	MEIS1
DLX3	MEIS2
DLX3	POU4F2
DLX3	SP7
DLX4	SMAD4
DLX4	SP1
DLX5	DLX6
DLX5	FOXA1
DLX5	FOXC1
DLX5	FOXC2
DLX5	FOXE1
DLX5	FOXI2
DLX5	FOXJ2
DLX5	FOXO1
DLX5	HOXC8
DLX5	MSX1
DLX5	MSX2
DLX5	RBPJ
DLX5	RUNX1
DLX5	RUNX2
DLX5	SOX5
DLX5	SOX6
DLX5	SP7
DLX5	SPEN
DLX5	TCF7
DLX5	TEAD2
DLX6	MYCN
DLX6	SP7
DMBX1	OTX2
DMRT2	TERF1
DMRT3	TFAP2A
DMRTA2	FOXL1
DMRTA2	HMBOX1
DMRTA2	NFIA
DMRTA2	SPI1
DMRTB1	MAZ
DMRTC2	IRF9
DMTF1	TP53
DNMT1	E2F1
DNMT1	E2F4
DNMT1	E2F5
DNMT1	E2F6
DNMT1	EGR1
DNMT1	ESR2
DNMT1	FOSB
DNMT1	FOXA1
DNMT1	FOXP3
DNMT1	HIC1
DNMT1	HMGA2
DNMT1	L3MBTL3
DNMT1	MBD2
DNMT1	MBD3
DNMT1	MBD4
DNMT1	MECP2
DNMT1	MYC
DNMT1	MYCN
DNMT1	NFX1
DNMT1	NR2C1
DNMT1	NR2C2
DNMT1	PAX6
DNMT1	PBX1
DNMT1	RARA
DNMT1	REL
DNMT1	RELA
DNMT1	RELB
DNMT1	RFX1
DNMT1	RUNX1
DNMT1	SETDB1
DNMT1	SMAD3
DNMT1	SNAI1
DNMT1	SOX6
DNMT1	SP1
DNMT1	SP3
DNMT1	STAT3
DNMT1	TCF3
DNMT1	TET1
DNMT1	TET2
DNMT1	TET3
DNMT1	TP53
DNMT1	WT1
DNMT1	YY1
DNMT1	ZBTB7A
DNMT1	ZEB1
DNMT1	ZFP57
DNMT1	ZNF263
DNMT1	ZNF304
DNMT1	ZNF57
DNTTIP1	E2F6
DNTTIP1	FOXF2
DNTTIP1	FOXJ2
DNTTIP1	HMBOX1
DNTTIP1	HOMEZ
DNTTIP1	MYCN
DNTTIP1	NANOG
DNTTIP1	TFAP4
DNTTIP1	TRERF1
DOT1L	GATA3
DOT1L	KMT2A
DOT1L	MYC
DOT1L	MYCN
DOT1L	SOX10
DOT1L	SOX7
DOT1L	STAT1
DOT1L	TCF4
DOT1L	YBX3
DOT1L	ZFP1
DPF1	DPF3
DPF1	HOXB13
DPF1	MYC
DPF1	MYCN
DPF1	NFKB1
DPF1	PHF1
DPF1	RELA
DPF3	ERG
DPF3	ETV7
DPF3	HEY1
DPF3	HIF1A
DPF3	MYC
DPF3	MYCN
DPF3	NEUROD1
DPF3	NFKB1
DPF3	PPARG
DPF3	RELA
DPF3	SP7
DR1	DRAP1
DR1	ETV3
DR1	FOXO3
DR1	LIN54
DR1	MAX
DR1	MXD1
DR1	MYC
DR1	NFIL3
DR1	NFYC
DR1	PPARG
DR1	SMAD9
DR1	SRCAP
DR1	TBP
DR1	TBPL1
DR1	TBPL2
DR1	TBX15
DR1	TBX18
DR1	ZZZ3
DRAP1	ETV3
DRAP1	FOXD3
DRAP1	FOXH1
DRAP1	FOXK2
DRAP1	FOXO3
DRAP1	GTF2B
DRAP1	LIN54
DRAP1	MAX
DRAP1	MXD1
DRAP1	MYC
DRAP1	NFYB
DRAP1	TBP
DRAP1	TBPL1
DRAP1	TBPL2
DRAP1	TBX15
DRAP1	TBX18
DRAP1	ZEB1
DRGX	E2F3
DRGX	VSX1
DUX4	HMGA2
DUX4	YBX1
DUX4	YBX3
DUX4	ZNF384
E2F1	E2F2
E2F1	E2F3
E2F1	E2F4
E2F1	E2F5
E2F1	E2F6
E2F1	E2F7
E2F1	E2F8
E2F1	EGR1
E2F1	ESR1
E2F1	FOS
E2F1	FOXO1
E2F1	FOXO3
E2F1	FOXP3
E2F1	JUN
E2F1	KDM2A
E2F1	KLF6
E2F1	L3MBTL3
E2F1	LEF1
E2F1	LIN54
E2F1	MGA
E2F1	MXI1
E2F1	MYBL2
E2F1	MYC
E2F1	MYCN
E2F1	MYOD1
E2F1	NCOA3
E2F1	NFKB1
E2F1	PA2G4
E2F1	PAX8
E2F1	PCGF6
E2F1	POU3F2
E2F1	PRDM2
E2F1	PURA
E2F1	RARA
E2F1	RELA
E2F1	SMAD3
E2F1	SNAI2
E2F1	SP1
E2F1	SP2
E2F1	SP3
E2F1	SP4
E2F1	SPIB
E2F1	TBP
E2F1	TEAD3
E2F1	TFDP1
E2F1	TFDP2
E2F1	TFDP3
E2F1	TP53
E2F1	TP73
E2F1	USF2
E2F1	YY1
E2F1	ZBTB7A
E2F1	ZFX
E2F1	ZNF148
E2F2	E2F3
E2F2	E2F4
E2F2	E2F5
E2F2	E2F6
E2F2	FOXO3
E2F2	GATA1
E2F2	KMT2A
E2F2	L3MBTL3
E2F2	LIN54
E2F2	MYCN
E2F2	PCGF6
E2F2	SP1
E2F2	SPIB
E2F2	TFDP1
E2F2	TFDP2
E2F2	TFDP3
E2F2	TP53
E2F3	E2F4
E2F3	E2F5
E2F3	E2F6
E2F3	L3MBTL3
E2F3	LIN54
E2F3	MGA
E2F3	MITF
E2F3	MYBL2
E2F3	PCGF6
E2F3	SP1
E2F3	SPIB
E2F3	TEAD3
E2F3	TFDP1
E2F3	TFDP2
E2F3	TFDP3
E2F3	TFE3
E2F3	USF1
E2F3	YY1
E2F4	E2F5
E2F4	E2F6
E2F4	E2F8
E2F4	FOS
E2F4	FOXM1
E2F4	JUN
E2F4	KMT2A
E2F4	L3MBTL1
E2F4	L3MBTL3
E2F4	LIN54
E2F4	MAZ
E2F4	MGA
E2F4	MXI1
E2F4	MYBL2
E2F4	MYC
E2F4	MYCN
E2F4	PCGF6
E2F4	SMAD3
E2F4	SMAD4
E2F4	SPIB
E2F4	TBP
E2F4	TFDP1
E2F4	TFDP2
E2F4	TFDP3
E2F4	TP53
E2F4	ZFX
E2F5	E2F6
E2F5	KLF11
E2F5	LIN54
E2F5	MYBL2
E2F5	PCGF6
E2F5	SMAD3
E2F5	SMAD4
E2F5	TFDP1
E2F5	TFDP2
E2F5	TFDP3
E2F5	TP73
E2F6	ESR1
E2F6	HMG20B
E2F6	HOXC9
E2F6	KDM2B
E2F6	KMT2A
E2F6	KMT2B
E2F6	L3MBTL3
E2F6	LIN54
E2F6	MAX
E2F6	MGA
E2F6	MXD1
E2F6	MXI1
E2F6	MYC
E2F6	NFYA
E2F6	PCGF2
E2F6	PCGF6
E2F6	PHF20
E2F6	REST
E2F6	TFDP1
E2F6	TFDP2
E2F6	TFDP3
E2F6	USF1
E2F6	YY1
E2F6	ZBTB17
E2F6	ZBTB32
E2F6	ZFPM2
E2F7	E2F8
E2F7	HIF1A
E2F7	HSFY1
E2F7	TFDP1
E2F7	TFDP2
E2F7	TFDP3
E2F8	TFDP1
E2F8	TFDP2
E2F8	TFDP3
E4F1	FOXB1
E4F1	GZF1
E4F1	HIC2
E4F1	HMGA2
E4F1	HNF1B
E4F1	SMAD4
E4F1	TP53
E4F1	YBX1
E4F1	YBX3
E4F1	ZBTB11
E4F1	ZBTB24
E4F1	ZC3H8
E4F1	ZNF385A
E4F1	ZNF574
E4F1	ZNF579
E4F1	ZNF70
E4F1	ZNF770
E4F1	ZNF771
E4F1	ZSCAN25
EBF1	EGR1
EBF1	FOXO1
EBF1	HOMEZ
EBF1	LHX2
EBF1	MYC
EBF1	NFKB1
EBF1	PAX5
EBF1	POU5F1
EBF1	PRDM16
EBF1	TCF12
EBF1	TCF3
EBF1	TET2
EBF1	ZKSCAN7
EBF1	ZNF423
EBF1	ZNF7
EBF2	EBF3
EBF2	PPARG
EBF2	SIX1
EBF2	ZNF423
EBF3	FOXC2
EBF3	JUN
EBF3	PRDM16
EBF3	ZNF423
EBF4	PRDM16
EBF4	ZNF423
EEA1	TP53
EGR1	EGR2
EGR1	EGR3
EGR1	ELK4
EGR1	ESR1
EGR1	FOS
EGR1	FOSL1
EGR1	FOSL2
EGR1	FOXA1
EGR1	FOXO1
EGR1	GFI1
EGR1	HEY1
EGR1	HOXA2
EGR1	IRF6
EGR1	IRF7
EGR1	JUN
EGR1	JUNB
EGR1	JUND
EGR1	KLF5
EGR1	KMT2A
EGR1	LEF1
EGR1	MYC
EGR1	NFATC1
EGR1	NFIC
EGR1	NFYA
EGR1	NFYB
EGR1	NKX3-2
EGR1	PGR
EGR1	PITX1
EGR1	PPARA
EGR1	PPARG
EGR1	RELA
EGR1	SNAI1
EGR1	SP1
EGR1	STAT1
EGR1	STAT3
EGR1	TAL1
EGR1	TBX2
EGR1	TCF12
EGR1	TCF4
EGR1	TET1
EGR1	TP53
EGR1	USF1
EGR1	WT1
EGR1	ZBTB7A
EGR1	ZNF45
EGR2	EGR3
EGR2	FOS
EGR2	KDM5B
EGR2	KLF4
EGR2	MYCN
EGR2	NFAT5
EGR2	NFATC1
EGR2	PKNOX2
EGR2	SETBP1
EGR2	SNAI1
EGR2	SOX10
EGR2	SOX13
EGR2	SP1
EGR2	SREBF2
EGR2	TCF3
EGR2	TEAD1
EGR2	TP53
EGR2	ZIC1
EGR3	FOS
EGR4	ETV2
EGR4	FOSL1
EGR4	IRF5
EGR4	NFATC1
EGR4	POU2F3
EGR4	ZBTB26
EGR4	ZNF740
EHF	ELF3
ELF1	ELF2
ELF1	FOXC1
ELF1	FOXP3
ELF1	GABPA
ELF1	HMGA1
ELF1	HOXC13
ELF1	NFKB1
ELF1	NFYA
ELF1	NFYC
ELF1	PAX5
ELF1	REL
ELF1	RUNX1
ELF1	SP1
ELF2	ETV2
ELF2	IKZF5
ELF2	KLF6
ELF2	KLF8
ELF2	MYC
ELF2	MYCN
ELF2	NFIC
ELF2	PAX5
ELF2	POU2F3
ELF2	RUNX1
ELF2	SOX2
ELF2	ZBTB26
ELF2	ZBTB32
ELF2	ZNF609
ELF2	ZNF740
ELF3	ELF4
ELF3	KDM5B
ELF3	KLF8
ELF3	MYC
ELF3	NFE2L2
ELF3	NFKB1
ELF3	NKX2-1
ELF3	RELA
ELF3	SOX9
ELF3	TBP
ELF4	KDM5B
ELF4	RUNX1
ELF4	TP53
ELF5	EOMES
ELF5	GATA3
ELF5	NFE2
ELF5	SMAD3
ELF5	TEAD4
ELK1	ELK4
ELK1	EMX1
ELK1	EPAS1
ELK1	FLI1
ELK1	FOXE1
ELK1	HIF1A
ELK1	HOXB13
ELK1	KLF4
ELK1	SRF
ELK3	FOXP1
ELK3	LEF1
ELK3	NFIA
ELK3	NFIB
ELK3	NFIC
ELK3	SP4
ELK3	TCF3
ELK3	VEZF1
ELK3	ZBTB33
ELK4	LEF1
ELK4	NKX2-5
ELK4	SRF
ELK4	TBX5
ELK4	ZBTB33
EMX1	GLI3
EMX1	HOXA10
EMX1	NEUROD6
EMX1	PRDM4
EMX1	TP63
EMX2	HOXA11
EMX2	HOXA9
EMX2	MEIS1
EMX2	PBX1
EMX2	TLX1
EN1	HMBOX1
EN1	MEIS1
EN1	NFIA
EN1	NFIB
EN1	NFIC
EN1	PAX2
EN1	PAX6
EN1	PBX2
EN1	PBX3
EN1	ZNF709
EN2	FOXA2
EN2	ZIC1
EOMES	ETS2
EOMES	FOXH1
EOMES	GATA4
EOMES	HLX
EOMES	LHX1
EOMES	LHX9
EOMES	MITF
EOMES	NFIL3
EOMES	NHLH1
EOMES	OTP
EOMES	SMAD3
EOMES	SMAD4
EOMES	SPI1
EOMES	STAT3
EOMES	TBPL2
EOMES	TEAD4
EPAS1	ESR1
EPAS1	ESR2
EPAS1	ETS1
EPAS1	ETV4
EPAS1	HIF1A
EPAS1	HIF3A
EPAS1	HNF4A
EPAS1	IRF5
EPAS1	JUN
EPAS1	KLF6
EPAS1	MAX
EPAS1	MEF2C
EPAS1	MITF
EPAS1	MYBL2
EPAS1	MYC
EPAS1	NCOA1
EPAS1	NCOA2
EPAS1	NCOA3
EPAS1	NPAS2
EPAS1	NR3C1
EPAS1	PBX1
EPAS1	POU5F1
EPAS1	SMAD3
EPAS1	SOX10
EPAS1	SP1
EPAS1	STAT1
EPAS1	STAT5A
EPAS1	TET1
EPAS1	TFAP2A
EPAS1	TP53
EPAS1	TWIST1
EPAS1	USF1
EPAS1	USF2
ERF	ETV4
ERF	KLF15
ERG	ETS2
ERG	FOXP1
ERG	JUN
ERG	MITF
ERG	NFIA
ERG	NFIB
ERG	NFIC
ERG	RUNX2
ERG	SETDB1
ERG	ZBTB16
ESR1	ESR2
ESR1	ESRRA
ESR1	ESRRB
ESR1	ESRRG
ESR1	ETS2
ESR1	ETV4
ESR1	FOS
ESR1	FOSB
ESR1	FOXA1
ESR1	FOXA2
ESR1	FOXC1
ESR1	FOXG1
ESR1	FOXK2
ESR1	FOXM1
ESR1	FOXO1
ESR1	FOXO3
ESR1	FOXO4
ESR1	GATA1
ESR1	GATA3
ESR1	GATA4
ESR1	GATA6
ESR1	GRHL1
ESR1	GRHL2
ESR1	GTF2B
ESR1	HIF1A
ESR1	HNF4A
ESR1	HOXC10
ESR1	HOXD9
ESR1	ISL1
ESR1	JUN
ESR1	JUND
ESR1	KDM2A
ESR1	KDM5B
ESR1	KLF5
ESR1	LCOR
ESR1	LIN28A
ESR1	MBD2
ESR1	MEF2C
ESR1	MYC
ESR1	MYOD1
ESR1	NCOA1
ESR1	NCOA2
ESR1	NCOA3
ESR1	NFATC4
ESR1	NFIB
ESR1	NFKB1
ESR1	NFKB2
ESR1	NFYA
ESR1	NME2
ESR1	NPAS2
ESR1	NR0B1
ESR1	NR1H2
ESR1	NR1H4
ESR1	NR2C1
ESR1	NR2C2
ESR1	NR2F1
ESR1	NR2F6
ESR1	NR3C1
ESR1	NR3C2
ESR1	NR5A2
ESR1	OTX2
ESR1	PATZ1
ESR1	PBX1
ESR1	PGR
ESR1	PHF20
ESR1	POU2F1
ESR1	POU2F2
ESR1	POU4F1
ESR1	POU4F2
ESR1	PPARA
ESR1	PPARG
ESR1	PRDM2
ESR1	PRR12
ESR1	RARA
ESR1	RARG
ESR1	RBCK1
ESR1	REL
ESR1	RELA
ESR1	REXO4
ESR1	RUNX1
ESR1	RUNX2
ESR1	RXRA
ESR1	SAFB
ESR1	SAFB2
ESR1	SKI
ESR1	SKIL
ESR1	SMAD3
ESR1	SMAD4
ESR1	SMYD3
ESR1	SP1
ESR1	SP2
ESR1	SP3
ESR1	STAT1
ESR1	STAT3
ESR1	STAT5A
ESR1	TBP
ESR1	TBX3
ESR1	TFAP2A
ESR1	TFAP2C
ESR1	THRA
ESR1	THRB
ESR1	TP53
ESR1	TRPS1
ESR1	TWIST1
ESR1	USF1
ESR1	USF2
ESR1	WT1
ESR1	XBP1
ESR1	YBX1
ESR1	ZBTB1
